"Text","Title","Chapter"
"lifted her; he took his wife in his arms, and carried her up to their","A Tale of Two Cities",36
"rooms.","A Tale of Two Cities",36
"","A Tale of Two Cities",36
"“Lucie! My own! I am safe.”","A Tale of Two Cities",36
"","A Tale of Two Cities",36
"“O dearest Charles, let me thank God for this on my knees as I have","A Tale of Two Cities",36
"prayed to Him.”","A Tale of Two Cities",36
"","A Tale of Two Cities",36
"They all reverently bowed their heads and hearts. When she was again in","A Tale of Two Cities",36
"his arms, he said to her:","A Tale of Two Cities",36
"","A Tale of Two Cities",36
"“And now speak to your father, dearest. No other man in all this France","A Tale of Two Cities",36
"could have done what he has done for me.”","A Tale of Two Cities",36
"","A Tale of Two Cities",36
"She laid her head upon her father’s breast, as she had laid his poor","A Tale of Two Cities",36
"head on her own breast, long, long ago. He was happy in the return he","A Tale of Two Cities",36
"had made her, he was recompensed for his suffering, he was proud of his","A Tale of Two Cities",36
"strength. “You must not be weak, my darling,” he remonstrated; “don’t","A Tale of Two Cities",36
"tremble so. I have saved him.”","A Tale of Two Cities",36
"","A Tale of Two Cities",36
"","A Tale of Two Cities",36
"","A Tale of Two Cities",36
"","A Tale of Two Cities",36
"Chapter XIV.","Great Expectations",14
"","Great Expectations",14
"","Great Expectations",14
"It is a most miserable thing to feel ashamed of home. There may be","Great Expectations",14
"black ingratitude in the thing, and the punishment may be retributive","Great Expectations",14
"and well deserved; but that it is a miserable thing, I can testify.","Great Expectations",14
"","Great Expectations",14
"Home had never been a very pleasant place to me, because of my sister’s","Great Expectations",14
"temper. But, Joe had sanctified it, and I had believed in it. I had","Great Expectations",14
"believed in the best parlour as a most elegant saloon; I had believed","Great Expectations",14
"in the front door, as a mysterious portal of the Temple of State whose","Great Expectations",14
"solemn opening was attended with a sacrifice of roast fowls; I had","Great Expectations",14
"believed in the kitchen as a chaste though not magnificent apartment; I","Great Expectations",14
"had believed in the forge as the glowing road to manhood and","Great Expectations",14
"independence. Within a single year all this was changed. Now it was all","Great Expectations",14
"coarse and common, and I would not have had Miss Havisham and Estella","Great Expectations",14
"see it on any account.","Great Expectations",14
"","Great Expectations",14
"How much of my ungracious condition of mind may have been my own fault,","Great Expectations",14
"how much Miss Havisham’s, how much my sister’s, is now of no moment to","Great Expectations",14
"me or to any one. The change was made in me; the thing was done. Well","Great Expectations",14
"or ill done, excusably or inexcusably, it was done.","Great Expectations",14
"","Great Expectations",14
"Once, it had seemed to me that when I should at last roll up my","Great Expectations",14
"shirt-sleeves and go into the forge, Joe’s ’prentice, I should be","Great Expectations",14
"distinguished and happy. Now the reality was in my hold, I only felt","Great Expectations",14
"that I was dusty with the dust of small-coal, and that I had a weight","Great Expectations",14
"upon my daily remembrance to which the anvil was a feather. There have","Great Expectations",14
"been occasions in my later life (I suppose as in most lives) when I","Great Expectations",14
"have felt for a time as if a thick curtain had fallen on all its","Great Expectations",14
"interest and romance, to shut me out from anything save dull endurance","Great Expectations",14
"any more. Never has that curtain dropped so heavy and blank, as when my","Great Expectations",14
"way in life lay stretched out straight before me through the newly","Great Expectations",14
"entered road of apprenticeship to Joe.","Great Expectations",14
"","Great Expectations",14
"I remember that at a later period of my “time,” I used to stand about","Great Expectations",14
"the churchyard on Sunday evenings when night was falling, comparing my","Great Expectations",14
"own perspective with the windy marsh view, and making out some likeness","Great Expectations",14
"between them by thinking how flat and low both were, and how on both","Great Expectations",14
"there came an unknown way and a dark mist and then the sea. I was quite","Great Expectations",14
"as dejected on the first working-day of my apprenticeship as in that","Great Expectations",14
"after-time; but I am glad to know that I never breathed a murmur to Joe","Great Expectations",14
"while my indentures lasted. It is about the only thing I _am_ glad to","Great Expectations",14
"know of myself in that connection.","Great Expectations",14
"","Great Expectations",14
"For, though it includes what I proceed to add, all the merit of what I","Great Expectations",14
"proceed to add was Joe’s. It was not because I was faithful, but","Great Expectations",14
"because Joe was faithful, that I never ran away and went for a soldier","Great Expectations",14
"or a sailor. It was not because I had a strong sense of the virtue of","Great Expectations",14
"industry, but because Joe had a strong sense of the virtue of industry,","Great Expectations",14
"that I worked with tolerable zeal against the grain. It is not possible","Great Expectations",14
"to know how far the influence of any amiable honest-hearted duty-doing","Great Expectations",14
"man flies out into the world; but it is very possible to know how it","Great Expectations",14
"has touched one’s self in going by, and I know right well that any good","Great Expectations",14
"that intermixed itself with my apprenticeship came of plain contented","Great Expectations",14
"Joe, and not of restlessly aspiring discontented me.","Great Expectations",14
"","Great Expectations",14
"What I wanted, who can say? How can _I_ say, when I never knew? What I","Great Expectations",14
"dreaded was, that in some unlucky hour I, being at my grimiest and","Great Expectations",14
"commonest, should lift up my eyes and see Estella looking in at one of","Great Expectations",14
"the wooden windows of the forge. I was haunted by the fear that she","Great Expectations",14
"would, sooner or later, find me out, with a black face and hands, doing","Great Expectations",14
"the coarsest part of my work, and would exult over me and despise me.","Great Expectations",14
"Often after dark, when I was pulling the bellows for Joe, and we were","Great Expectations",14
"singing Old Clem, and when the thought how we used to sing it at Miss","Great Expectations",14
"Havisham’s would seem to show me Estella’s face in the fire, with her","Great Expectations",14
"pretty hair fluttering in the wind and her eyes scorning me,—often at","Great Expectations",14
"such a time I would look towards those panels of black night in the","Great Expectations",14
"wall which the wooden windows then were, and would fancy that I saw her","Great Expectations",14
"just drawing her face away, and would believe that she had come at","Great Expectations",14
"last.","Great Expectations",14
"","Great Expectations",14
"After that, when we went in to supper, the place and the meal would","Great Expectations",14
"have a more homely look than ever, and I would feel more ashamed of","Great Expectations",14
"home than ever, in my own ungracious breast.","Great Expectations",14
"","Great Expectations",14
"","Great Expectations",14
"","Great Expectations",14
"","Great Expectations",14
"Chapter XX.","Great Expectations",20
"","Great Expectations",20
"","Great Expectations",20
"The journey from our town to the metropolis was a journey of about five","Great Expectations",20
"hours. It was a little past midday when the four-horse stage-coach by","Great Expectations",20
"which I was a passenger, got into the ravel of traffic frayed out about","Great Expectations",20
"the Cross Keys, Wood Street, Cheapside, London.","Great Expectations",20
"","Great Expectations",20
"We Britons had at that time particularly settled that it was","Great Expectations",20
"treasonable to doubt our having and our being the best of everything:","Great Expectations",20
"otherwise, while I was scared by the immensity of London, I think I","Great Expectations",20
"might have had some faint doubts whether it was not rather ugly,","Great Expectations",20
"crooked, narrow, and dirty.","Great Expectations",20
"","Great Expectations",20
"Mr. Jaggers had duly sent me his address; it was, Little Britain, and","Great Expectations",20
"he had written after it on his card, “just out of Smithfield, and close","Great Expectations",20
"by the coach-office.” Nevertheless, a hackney-coachman, who seemed to","Great Expectations",20
"have as many capes to his greasy great-coat as he was years old, packed","Great Expectations",20
"me up in his coach and hemmed me in with a folding and jingling barrier","Great Expectations",20
"of steps, as if he were going to take me fifty miles. His getting on","Great Expectations",20
"his box, which I remember to have been decorated with an old","Great Expectations",20
"weather-stained pea-green hammercloth moth-eaten into rags, was quite a","Great Expectations",20
"work of time. It was a wonderful equipage, with six great coronets","Great Expectations",20
"outside, and ragged things behind for I don’t know how many footmen to","Great Expectations",20
"hold on by, and a harrow below them, to prevent amateur footmen from","Great Expectations",20
"yielding to the temptation.","Great Expectations",20
"","Great Expectations",20
"I had scarcely had time to enjoy the coach and to think how like a","Great Expectations",20
"straw-yard it was, and yet how like a rag-shop, and to wonder why the","Great Expectations",20
"horses’ nose-bags were kept inside, when I observed the coachman","Great Expectations",20
"beginning to get down, as if we were going to stop presently. And stop","Great Expectations",20
"we presently did, in a gloomy street, at certain offices with an open","Great Expectations",20
"door, whereon was painted MR. JAGGERS.","Great Expectations",20
"","Great Expectations",20
"“How much?” I asked the coachman.","Great Expectations",20
"","Great Expectations",20
"The coachman answered, “A shilling—unless you wish to make it more.”","Great Expectations",20
"","Great Expectations",20
"I naturally said I had no wish to make it more.","Great Expectations",20
"","Great Expectations",20
"“Then it must be a shilling,” observed the coachman. “I don’t want to","Great Expectations",20
"get into trouble. _I_ know _him_!” He darkly closed an eye at Mr.","Great Expectations",20
"Jaggers’s name, and shook his head.","Great Expectations",20
"","Great Expectations",20
"When he had got his shilling, and had in course of time completed the","Great Expectations",20
"ascent to his box, and had got away (which appeared to relieve his","Great Expectations",20
"mind), I went into the front office with my little portmanteau in my","Great Expectations",20
"hand and asked, Was Mr. Jaggers at home?","Great Expectations",20
"","Great Expectations",20
"“He is not,” returned the clerk. “He is in Court at present. Am I","Great Expectations",20
"addressing Mr. Pip?”","Great Expectations",20
"","Great Expectations",20
"I signified that he was addressing Mr. Pip.","Great Expectations",20
"","Great Expectations",20
"“Mr. Jaggers left word, would you wait in his room. He couldn’t say how","Great Expectations",20
"long he might be, having a case on. But it stands to reason, his time","Great Expectations",20
"being valuable, that he won’t be longer than he can help.”","Great Expectations",20
"","Great Expectations",20
"With those words, the clerk opened a door, and ushered me into an inner","Great Expectations",20
"chamber at the back. Here, we found a gentleman with one eye, in a","Great Expectations",20
"velveteen suit and knee-breeches, who wiped his nose with his sleeve on","Great Expectations",20
"being interrupted in the perusal of the newspaper.","Great Expectations",20
"","Great Expectations",20
"“Go and wait outside, Mike,” said the clerk.","Great Expectations",20
"","Great Expectations",20
"I began to say that I hoped I was not interrupting, when the clerk","Great Expectations",20
"shoved this gentleman out with as little ceremony as I ever saw used,","Great Expectations",20
"and tossing his fur cap out after him, left me alone.","Great Expectations",20
"","Great Expectations",20
"Mr. Jaggers’s room was lighted by a skylight only, and was a most","Great Expectations",20
"dismal place; the skylight, eccentrically pitched like a broken head,","Great Expectations",20
"and the distorted adjoining houses looking as if they had twisted","Great Expectations",20
"themselves to peep down at me through it. There were not so many papers","Great Expectations",20
"about, as I should have expected to see; and there were some odd","Great Expectations",20
"objects about, that I should not have expected to see,—such as an old","Great Expectations",20
"rusty pistol, a sword in a scabbard, several strange-looking boxes and","Great Expectations",20
"packages, and two dreadful casts on a shelf, of faces peculiarly","Great Expectations",20
"swollen, and twitchy about the nose. Mr. Jaggers’s own high-backed","Great Expectations",20
"chair was of deadly black horsehair, with rows of brass nails round it,","Great Expectations",20
"like a coffin; and I fancied I could see how he leaned back in it, and","Great Expectations",20
"bit his forefinger at the clients. The room was but small, and the","Great Expectations",20
"clients seemed to have had a habit of backing up against the wall; the","Great Expectations",20
"wall, especially opposite to Mr. Jaggers’s chair, being greasy with","Great Expectations",20
"shoulders. I recalled, too, that the one-eyed gentleman had shuffled","Great Expectations",20
"forth against the wall when I was the innocent cause of his being","Great Expectations",20
"turned out.","Great Expectations",20
"","Great Expectations",20
"I sat down in the cliental chair placed over against Mr. Jaggers’s","Great Expectations",20
"chair, and became fascinated by the dismal atmosphere of the place. I","Great Expectations",20
"called to mind that the clerk had the same air of knowing something to","Great Expectations",20
"everybody else’s disadvantage, as his master had. I wondered how many","Great Expectations",20
"other clerks there were upstairs, and whether they all claimed to have","Great Expectations",20
"the same detrimental mastery of their fellow-creatures. I wondered what","Great Expectations",20
"was the history of all the odd litter about the room, and how it came","Great Expectations",20
"there. I wondered whether the two swollen faces were of Mr. Jaggers’s","Great Expectations",20
"family, and, if he were so unfortunate as to have had a pair of such","Great Expectations",20
"ill-looking relations, why he stuck them on that dusty perch for the","Great Expectations",20
"blacks and flies to settle on, instead of giving them a place at home.","Great Expectations",20
"Of course I had no experience of a London summer day, and my spirits","Great Expectations",20
"may have been oppressed by the hot exhausted air, and by the dust and","Great Expectations",20
"grit that lay thick on everything. But I sat wondering and waiting in","Great Expectations",20
"Mr. Jaggers’s close room, until I really could not bear the two casts","Great Expectations",20
"on the shelf above Mr. Jaggers’s chair, and got up and went out.","Great Expectations",20
"","Great Expectations",20
"When I told the clerk that I would take a turn in the air while I","Great Expectations",20
"waited, he advised me to go round the corner and I should come into","Great Expectations",20
"Smithfield. So I came into Smithfield; and the shameful place, being","Great Expectations",20
"all asmear with filth and fat and blood and foam, seemed to stick to","Great Expectations",20
"me. So, I rubbed it off with all possible speed by turning into a","Great Expectations",20
"street where I saw the great black dome of Saint Paul’s bulging at me","Great Expectations",20
"from behind a grim stone building which a bystander said was Newgate","Great Expectations",20
"Prison. Following the wall of the jail, I found the roadway covered","Great Expectations",20
"with straw to deaden the noise of passing vehicles; and from this, and","Great Expectations",20
"from the quantity of people standing about smelling strongly of spirits","Great Expectations",20
"and beer, I inferred that the trials were on.","Great Expectations",20
"","Great Expectations",20
"While I looked about me here, an exceedingly dirty and partially drunk","Great Expectations",20
"minister of justice asked me if I would like to step in and hear a","Great Expectations",20
"trial or so: informing me that he could give me a front place for half","Great Expectations",20
"a crown, whence I should command a full view of the Lord Chief Justice","Great Expectations",20
"in his wig and robes,—mentioning that awful personage like waxwork, and","Great Expectations",20
"presently offering him at the reduced price of eighteen-pence. As I","Great Expectations",20
"declined the proposal on the plea of an appointment, he was so good as","Great Expectations",20
"to take me into a yard and show me where the gallows was kept, and also","Great Expectations",20
"where people were publicly whipped, and then he showed me the Debtors’","Great Expectations",20
"Door, out of which culprits came to be hanged; heightening the interest","Great Expectations",20
"of that dreadful portal by giving me to understand that “four on ’em”","Great Expectations",20
"would come out at that door the day after to-morrow at eight in the","Great Expectations",20
"morning, to be killed in a row. This was horrible, and gave me a","Great Expectations",20
"sickening idea of London; the more so as the Lord Chief Justice’s","Great Expectations",20
"proprietor wore (from his hat down to his boots and up again to his","Great Expectations",20
"pocket-handkerchief inclusive) mildewed clothes which had evidently not","Great Expectations",20
"belonged to him originally, and which I took it into my head he had","Great Expectations",20
"bought cheap of the executioner. Under these circumstances I thought","Great Expectations",20
"myself well rid of him for a shilling.","Great Expectations",20
"","Great Expectations",20
"I dropped into the office to ask if Mr. Jaggers had come in yet, and I","Great Expectations",20
"found he had not, and I strolled out again. This time, I made the tour","Great Expectations",20
"of Little Britain, and turned into Bartholomew Close; and now I became","Great Expectations",20
"aware that other people were waiting about for Mr. Jaggers, as well as","Great Expectations",20
"I. There were two men of secret appearance lounging in Bartholomew","Great Expectations",20
"Close, and thoughtfully fitting their feet into the cracks of the","Great Expectations",20
"pavement as they talked together, one of whom said to the other when","Great Expectations",20
"they first passed me, that “Jaggers would do it if it was to be done.”","Great Expectations",20
"There was a knot of three men and two women standing at a corner, and","Great Expectations",20
"one of the women was crying on her dirty shawl, and the other comforted","Great Expectations",20
"her by saying, as she pulled her own shawl over her shoulders, “Jaggers","Great Expectations",20
"is for him, ’Melia, and what more _could_ you have?” There was a","Great Expectations",20
"red-eyed little Jew who came into the Close while I was loitering","Great Expectations",20
"there, in company with a second little Jew whom he sent upon an errand;","Great Expectations",20
"and while the messenger was gone, I remarked this Jew, who was of a","Great Expectations",20
"highly excitable temperament, performing a jig of anxiety under a","Great Expectations",20
"lamp-post and accompanying himself, in a kind of frenzy, with the","Great Expectations",20
"words, “O Jaggerth, Jaggerth, Jaggerth! all otherth ith Cag-Maggerth,","Great Expectations",20
"give me Jaggerth!” These testimonies to the popularity of my guardian","Great Expectations",20
"made a deep impression on me, and I admired and wondered more than","Great Expectations",20
"ever.","Great Expectations",20
"","Great Expectations",20
"At length, as I was looking out at the iron gate of Bartholomew Close","Great Expectations",20
"into Little Britain, I saw Mr. Jaggers coming across the road towards","Great Expectations",20
"me. All the others who were waiting saw him at the same time, and there","Great Expectations",20
"was quite a rush at him. Mr. Jaggers, putting a hand on my shoulder and","Great Expectations",20
"walking me on at his side without saying anything to me, addressed","Great Expectations",20
"himself to his followers.","Great Expectations",20
"","Great Expectations",20
"First, he took the two secret men.","Great Expectations",20
"","Great Expectations",20
"“Now, I have nothing to say to _you_,” said Mr. Jaggers, throwing his","Great Expectations",20
"finger at them. “I want to know no more than I know. As to the result,","Great Expectations",20
"it’s a toss-up. I told you from the first it was a toss-up. Have you","Great Expectations",20
"paid Wemmick?”","Great Expectations",20
"","Great Expectations",20
"“We made the money up this morning, sir,” said one of the men,","Great Expectations",20
"submissively, while the other perused Mr. Jaggers’s face.","Great Expectations",20
"","Great Expectations",20
"“I don’t ask you when you made it up, or where, or whether you made it","Great Expectations",20
"up at all. Has Wemmick got it?”","Great Expectations",20
"","Great Expectations",20
"“Yes, sir,” said both the men together.","Great Expectations",20
"","Great Expectations",20
"“Very well; then you may go. Now, I won’t have it!” said Mr Jaggers,","Great Expectations",20
"waving his hand at them to put them behind him. “If you say a word to","Great Expectations",20
"me, I’ll throw up the case.”","Great Expectations",20
"","Great Expectations",20
"“We thought, Mr. Jaggers—” one of the men began, pulling off his hat.","Great Expectations",20
"","Great Expectations",20
"“That’s what I told you not to do,” said Mr. Jaggers. “_You_ thought! I","Great Expectations",20
"think for you; that’s enough for you. If I want you, I know where to","Great Expectations",20
"find you; I don’t want you to find me. Now I won’t have it. I won’t","Great Expectations",20
"hear a word.”","Great Expectations",20
"","Great Expectations",20
"The two men looked at one another as Mr. Jaggers waved them behind","Great Expectations",20
"again, and humbly fell back and were heard no more.","Great Expectations",20
"","Great Expectations",20
"“And now _you_!” said Mr. Jaggers, suddenly stopping, and turning on","Great Expectations",20
"the two women with the shawls, from whom the three men had meekly","Great Expectations",20
"separated,—“Oh! Amelia, is it?”","Great Expectations",20
"","Great Expectations",20
"“Yes, Mr. Jaggers.”","Great Expectations",20
"","Great Expectations",20
"“And do you remember,” retorted Mr. Jaggers, “that but for me you","Great Expectations",20
"wouldn’t be here and couldn’t be here?”","Great Expectations",20
"","Great Expectations",20
"“O yes, sir!” exclaimed both women together. “Lord bless you, sir, well","Great Expectations",20
"we knows that!”","Great Expectations",20
"","Great Expectations",20
"“Then why,” said Mr. Jaggers, “do you come here?”","Great Expectations",20
"","Great Expectations",20
"“My Bill, sir!” the crying woman pleaded.","Great Expectations",20
"","Great Expectations",20
"“Now, I tell you what!” said Mr. Jaggers. “Once for all. If you don’t","Great Expectations",20
"know that your Bill’s in good hands, I know it. And if you come here","Great Expectations",20
"bothering about your Bill, I’ll make an example of both your Bill and","Great Expectations",20
"you, and let him slip through my fingers. Have you paid Wemmick?”","Great Expectations",20
"","Great Expectations",20
"“O yes, sir! Every farden.”","Great Expectations",20
"","Great Expectations",20
"“Very well. Then you have done all you have got to do. Say another","Great Expectations",20
"word—one single word—and Wemmick shall give you your money back.”","Great Expectations",20
"","Great Expectations",20
"This terrible threat caused the two women to fall off immediately. No","Great Expectations",20
"one remained now but the excitable Jew, who had already raised the","Great Expectations",20
"skirts of Mr. Jaggers’s coat to his lips several times.","Great Expectations",20
"","Great Expectations",20
"“I don’t know this man!” said Mr. Jaggers, in the same devastating","Great Expectations",20
"strain: “What does this fellow want?”","Great Expectations",20
"","Great Expectations",20
"“Ma thear Mithter Jaggerth. Hown brother to Habraham Latharuth?”","Great Expectations",20
"","Great Expectations",20
"“Who’s he?” said Mr. Jaggers. “Let go of my coat.”","Great Expectations",20
"","Great Expectations",20
"The suitor, kissing the hem of the garment again before relinquishing","Great Expectations",20
"it, replied, “Habraham Latharuth, on thuthpithion of plate.”","Great Expectations",20
"","Great Expectations",20
"“You’re too late,” said Mr. Jaggers. “I am over the way.”","Great Expectations",20
"","Great Expectations",20
"“Holy father, Mithter Jaggerth!” cried my excitable acquaintance,","Great Expectations",20
"turning white, “don’t thay you’re again Habraham Latharuth!”","Great Expectations",20
"","Great Expectations",20
"“I am,” said Mr. Jaggers, “and there’s an end of it. Get out of the","Great Expectations",20
"way.”","Great Expectations",20
"","Great Expectations",20
"“Mithter Jaggerth! Half a moment! My hown cuthen’th gone to Mithter","Great Expectations",20
"Wemmick at thith prethent minute, to hoffer him hany termth. Mithter","Great Expectations",20
"Jaggerth! Half a quarter of a moment! If you’d have the condethenthun","Great Expectations",20
"to be bought off from the t’other thide—at hany thuperior prithe!—money","Great Expectations",20
"no object!—Mithter Jaggerth—Mithter—!”","Great Expectations",20
"","Great Expectations",20
"My guardian threw his supplicant off with supreme indifference, and","Great Expectations",20
"left him dancing on the pavement as if it were red hot. Without further","Great Expectations",20
"interruption, we reached the front office, where we found the clerk and","Great Expectations",20
"the man in velveteen with the fur cap.","Great Expectations",20
"","Great Expectations",20
"“Here’s Mike,” said the clerk, getting down from his stool, and","Great Expectations",20
"approaching Mr. Jaggers confidentially.","Great Expectations",20
"","Great Expectations",20
"“Oh!” said Mr. Jaggers, turning to the man, who was pulling a lock of","Great Expectations",20
"hair in the middle of his forehead, like the Bull in Cock Robin pulling","Great Expectations",20
"at the bell-rope; “your man comes on this afternoon. Well?”","Great Expectations",20
"","Great Expectations",20
"“Well, Mas’r Jaggers,” returned Mike, in the voice of a sufferer from a","Great Expectations",20
"constitutional cold; “arter a deal o’ trouble, I’ve found one, sir, as","Great Expectations",20
"might do.”","Great Expectations",20
"","Great Expectations",20
"“What is he prepared to swear?”","Great Expectations",20
"","Great Expectations",20
"“Well, Mas’r Jaggers,” said Mike, wiping his nose on his fur cap this","Great Expectations",20
"time; “in a general way, anythink.”","Great Expectations",20
"","Great Expectations",20
"Mr. Jaggers suddenly became most irate. “Now, I warned you before,”","Great Expectations",20
"said he, throwing his forefinger at the terrified client, “that if you","Great Expectations",20
"ever presumed to talk in that way here, I’d make an example of you. You","Great Expectations",20
"infernal scoundrel, how dare you tell ME that?”","Great Expectations",20
"","Great Expectations",20
"The client looked scared, but bewildered too, as if he were unconscious","Great Expectations",20
"what he had done.","Great Expectations",20
"","Great Expectations",20
"“Spooney!” said the clerk, in a low voice, giving him a stir with his","Great Expectations",20
"elbow. “Soft Head! Need you say it face to face?”","Great Expectations",20
"","Great Expectations",20
"“Now, I ask you, you blundering booby,” said my guardian, very sternly,","Great Expectations",20
"“once more and for the last time, what the man you have brought here is","Great Expectations",20
"prepared to swear?”","Great Expectations",20
"","Great Expectations",20
"Mike looked hard at my guardian, as if he were trying to learn a lesson","Great Expectations",20
"from his face, and slowly replied, “Ayther to character, or to having","Great Expectations",20
"been in his company and never left him all the night in question.”","Great Expectations",20
"","Great Expectations",20
"“Now, be careful. In what station of life is this man?”","Great Expectations",20
"","Great Expectations",20
"Mike looked at his cap, and looked at the floor, and looked at the","Great Expectations",20
"ceiling, and looked at the clerk, and even looked at me, before","Great Expectations",20
"beginning to reply in a nervous manner, “We’ve dressed him up like—”","Great Expectations",20
"when my guardian blustered out,—","Great Expectations",20
"","Great Expectations",20
"“What? You WILL, will you?”","Great Expectations",20
"","Great Expectations",20
"(“Spooney!” added the clerk again, with another stir.)","Great Expectations",20
"","Great Expectations",20
"After some helpless casting about, Mike brightened and began again:—","Great Expectations",20
"","Great Expectations",20
"“He is dressed like a ’spectable pieman. A sort of a pastry-cook.”","Great Expectations",20
"","Great Expectations",20
"“Is he here?” asked my guardian.","Great Expectations",20
"","Great Expectations",20
"“I left him,” said Mike, “a setting on some doorsteps round the","Great Expectations",20
"corner.”","Great Expectations",20
"","Great Expectations",20
"“Take him past that window, and let me see him.”","Great Expectations",20
"","Great Expectations",20
"The window indicated was the office window. We all three went to it,","Great Expectations",20
"behind the wire blind, and presently saw the client go by in an","Great Expectations",20
"accidental manner, with a murderous-looking tall individual, in a short","Great Expectations",20
"suit of white linen and a paper cap. This guileless confectioner was","Great Expectations",20
"not by any means sober, and had a black eye in the green stage of","Great Expectations",20
"recovery, which was painted over.","Great Expectations",20
"","Great Expectations",20
"“Tell him to take his witness away directly,” said my guardian to the","Great Expectations",20
"clerk, in extreme disgust, “and ask him what he means by bringing such","Great Expectations",20
"a fellow as that.”","Great Expectations",20
"","Great Expectations",20
"My guardian then took me into his own room, and while he lunched,","Great Expectations",20
"standing, from a sandwich-box and a pocket-flask of sherry (he seemed","Great Expectations",20
"to bully his very sandwich as he ate it), informed me what arrangements","Great Expectations",20
"he had made for me. I was to go to “Barnard’s Inn,” to young Mr.","Great Expectations",20
"Pocket’s rooms, where a bed had been sent in for my accommodation; I","Great Expectations",20
"was to remain with young Mr. Pocket until Monday; on Monday I was to go","Great Expectations",20
"with him to his father’s house on a visit, that I might try how I liked","Great Expectations",20
"it. Also, I was told what my allowance was to be,—it was a very liberal","Great Expectations",20
"one,—and had handed to me from one of my guardian’s drawers, the cards","Great Expectations",20
"of certain tradesmen with whom I was to deal for all kinds of clothes,","Great Expectations",20
"and such other things as I could in reason want. “You will find your","Great Expectations",20
"credit good, Mr. Pip,” said my guardian, whose flask of sherry smelt","Great Expectations",20
"like a whole caskful, as he hastily refreshed himself, “but I shall by","Great Expectations",20
"this means be able to check your bills, and to pull you up if I find","Great Expectations",20
"you outrunning the constable. Of course you’ll go wrong somehow, but","Great Expectations",20
"that’s no fault of mine.”","Great Expectations",20
"","Great Expectations",20
"After I had pondered a little over this encouraging sentiment, I asked","Great Expectations",20
"Mr. Jaggers if I could send for a coach? He said it was not worth","Great Expectations",20
"while, I was so near my destination; Wemmick should walk round with me,","Great Expectations",20
"if I pleased.","Great Expectations",20
"","Great Expectations",20
"I then found that Wemmick was the clerk in the next room. Another clerk","Great Expectations",20
"was rung down from upstairs to take his place while he was out, and I","Great Expectations",20
"accompanied him into the street, after shaking hands with my guardian.","Great Expectations",20
"We found a new set of people lingering outside, but Wemmick made a way","Great Expectations",20
"among them by saying coolly yet decisively, “I tell you it’s no use; he","Great Expectations",20
"won’t have a word to say to one of you;” and we soon got clear of them,","Great Expectations",20
"and went on side by side.","Great Expectations",20
"","Great Expectations",20
"","Great Expectations",20
"","Great Expectations",20
"","Great Expectations",20
"Chapter XXXI.","Great Expectations",31
"","Great Expectations",31
"","Great Expectations",31
"On our arrival in Denmark, we found the king and queen of that country","Great Expectations",31
"elevated in two arm-chairs on a kitchen-table, holding a Court. The","Great Expectations",31
"whole of the Danish nobility were in attendance; consisting of a noble","Great Expectations",31
"boy in the wash-leather boots of a gigantic ancestor, a venerable Peer","Great Expectations",31
"with a dirty face who seemed to have risen from the people late in","Great Expectations",31
"life, and the Danish chivalry with a comb in its hair and a pair of","Great Expectations",31
"white silk legs, and presenting on the whole a feminine appearance. My","Great Expectations",31
"gifted townsman stood gloomily apart, with folded arms, and I could","Great Expectations",31
"have wished that his curls and forehead had been more probable.","Great Expectations",31
"","Great Expectations",31
"Several curious little circumstances transpired as the action","Great Expectations",31
"proceeded. The late king of the country not only appeared to have been","Great Expectations",31
"troubled with a cough at the time of his decease, but to have taken it","Great Expectations",31
"with him to the tomb, and to have brought it back. The royal phantom","Great Expectations",31
"also carried a ghostly manuscript round its truncheon, to which it had","Great Expectations",31
"the appearance of occasionally referring, and that too, with an air of","Great Expectations",31
"anxiety and a tendency to lose the place of reference which were","Great Expectations",31
"suggestive of a state of mortality. It was this, I conceive, which led","Great Expectations",31
"to the Shade’s being advised by the gallery to “turn over!”—a","Great Expectations",31
"recommendation which it took extremely ill. It was likewise to be noted","Great Expectations",31
"of this majestic spirit, that whereas it always appeared with an air of","Great Expectations",31
"having been out a long time and walked an immense distance, it","Great Expectations",31
"perceptibly came from a closely contiguous wall. This occasioned its","Great Expectations",31
"terrors to be received derisively. The Queen of Denmark, a very buxom","Great Expectations",31
"lady, though no doubt historically brazen, was considered by the public","Great Expectations",31
"to have too much brass about her; her chin being attached to her diadem","Great Expectations",31
"by a broad band of that metal (as if she had a gorgeous toothache), her","Great Expectations",31
"waist being encircled by another, and each of her arms by another, so","Great Expectations",31
"that she was openly mentioned as “the kettle-drum.” The noble boy in","Great Expectations",31
"the ancestral boots was inconsistent, representing himself, as it were","Great Expectations",31
"in one breath, as an able seaman, a strolling actor, a grave-digger, a","Great Expectations",31
"clergyman, and a person of the utmost importance at a Court","Great Expectations",31
"fencing-match, on the authority of whose practised eye and nice","Great Expectations",31
"discrimination the finest strokes were judged. This gradually led to a","Great Expectations",31
"want of toleration for him, and even—on his being detected in holy","Great Expectations",31
"orders, and declining to perform the funeral service—to the general","Great Expectations",31
"indignation taking the form of nuts. Lastly, Ophelia was a prey to such","Great Expectations",31
"slow musical madness, that when, in course of time, she had taken off","Great Expectations",31
"her white muslin scarf, folded it up, and buried it, a sulky man who","Great Expectations",31
"had been long cooling his impatient nose against an iron bar in the","Great Expectations",31
