"Date","Site1","Site2","Site3","Site4","Site5","Site6"
2017-07-28,44.9,21,48.5,55.2,64.6,19.6
2017-07-29,41,20,45.6,60.5,55.7,19.5
2017-07-30,41.7,24.5,41.6,44.1,42,19.5
2017-07-31,44.5,15.6,34.1,52.4,44.9,19.2
2017-08-01,52.1,20.7,35.7,46.3,59.4,19.4
2017-08-02,40.4,17.5,42.9,51.3,40.7,19.6
2017-08-03,57.8,23.2,45,52.2,53.7,19.6
2017-08-04,47.3,17.5,41.5,58.7,64.5,19.5
2017-08-05,48.7,15.1,45.3,53,52.7,19.6
2017-08-06,42.6,23.6,48.8,47.8,53.9,19.5
2017-08-07,42.9,18.9,37.7,54.4,45.7,19.5
2017-08-08,48.9,20.5,43.4,57.6,57.1,19.4
2017-08-09,51,15.4,37.9,55.7,43.1,19.5
2017-08-10,38.3,17.8,39.2,48.5,41.4,19.4
2017-08-11,51.8,21.4,40.6,55.9,47.4,19.5
2017-08-12,48.5,20.3,47.6,60.5,66.8,19.7
2017-08-13,61.2,21.7,48.8,62.9,65.9,19.6
2017-08-14,51.4,29.7,59.1,59.9,61.6,19.7
2017-08-15,56.3,24,46.1,54.5,65.2,19.7
2017-08-16,51.4,22.3,44.8,48.8,70.2,19.8
2017-08-17,52.6,18.8,34.7,53.3,54.5,19.5
2017-08-18,36,16.5,28.5,49.4,47.1,19.8
2017-08-19,59.1,23.5,47,59.4,57.4,19.7
2017-08-20,38.1,19.8,34,43.4,50.3,19.5
2017-08-21,45.5,21.4,49.8,52.8,71.8,19.6
2017-08-22,45.7,18.2,48.3,51.2,54.2,19.6
2017-08-23,57.7,27.1,46.6,55.2,76.9,19.5
2017-08-24,51.4,22.2,44.8,56.1,62.6,19.7
2017-08-25,56.5,20.8,47.1,57.7,55.7,19.6
2017-08-26,51.9,18.8,46,53.5,56.3,19.5
2017-08-27,52.5,22.1,42.3,49.9,57.8,19.6
2017-08-28,43.7,17.3,41,44.3,46.4,19.5
2017-08-29,50.5,20.5,50.4,58.5,55.1,19.6
2017-08-30,49.5,22.3,43.7,55.6,48.8,19.5
2017-08-31,50,18.4,53.8,57.6,46.8,19.4
2017-09-01,51,14,43.1,44.9,65.7,19.6
2017-09-02,45.6,20,43.7,48.5,53.7,19.6
2017-09-03,51.9,20.1,36.5,49.8,60.5,19.4
2017-09-04,31.3,14.2,32.7,48.8,42.3,19.6
2017-09-05,52.6,17.4,41.1,53.4,57.6,19.8
2017-09-06,45.1,22.6,49.2,57.1,48.5,19.7
2017-09-07,44.6,17.8,40.2,52.9,51.3,19.5
2017-09-08,48.3,24,52.7,52.7,58,19.7
2017-09-09,61.9,26.9,41,52.1,56.8,19.8
2017-09-10,54.4,16.6,42.4,56.8,72,19.9
2017-09-11,42.2,14.4,28.1,52,41.1,19.5
2017-09-12,47.1,22.6,42.4,51.2,40.3,19.5
2017-09-13,49.4,19.7,48.5,51.2,54.5,19.7
2017-09-14,44.9,18,30.1,58.6,54.6,19.6
2017-09-15,59.7,28.5,50.6,55,68.8,19.8
2017-09-16,39.3,16.9,47.3,56.9,43.3,19.6
2017-09-17,42.1,21.9,45.8,53.9,64.6,19.7
2017-09-18,44.9,16.3,56.5,59.8,66,19.7
2017-09-19,46,25.1,40.5,54.1,55.7,19.7
2017-09-20,46.5,23.7,34.1,55.7,68.2,19.8
2017-09-21,47.3,22.4,44.5,54.6,46.4,19.8
2017-09-22,43.8,17.8,34.9,56.9,53.2,19.7
2017-09-23,60.5,25.5,60.7,56.6,63.3,19.8
2017-09-24,58.2,24.3,36.4,55.8,55.2,19.6
2017-09-25,55.7,23.5,51.5,58.9,63.9,19.7
2017-09-26,43.2,20.2,39.3,56.6,60.7,19.7
2017-09-27,70.2,24.6,49,56.8,66.9,19.7
2017-09-28,41.2,21.2,43.4,53.6,41.7,19.7
2017-09-29,54.1,14.3,42.2,46.5,72.3,19.5
2017-09-30,42.4,24.5,43.4,52.4,63.3,19.7
2017-10-01,33.3,21.2,25.8,54.8,57.4,19.8
2017-10-02,54.8,24.4,44.6,47.9,54.8,19.7
2017-10-03,45.9,20.3,42.9,59,55.7,19.7
2017-10-04,50.1,19.3,42.5,57.5,54.8,19.8
2017-10-05,62.7,27.7,46,52.5,63.4,20
2017-10-06,55.8,20.1,42.7,53.7,50.5,19.5
2017-10-07,52.8,23.8,49.8,54.7,70.7,19.6
2017-10-08,43.2,15.3,53.2,52.4,54.3,19.7
2017-10-09,61.6,23.7,51.1,59,56.8,19.6
2017-10-10,60.9,25.6,37.3,55.9,65.7,19.7
2017-10-11,59.9,23.9,62.2,53.4,70.2,19.9
2017-10-12,59.3,23.8,36.5,60.5,58.5,19.7
2017-10-13,53.9,20.2,59.6,60,61.5,19.7
2017-10-14,50.8,21.7,40.7,58.3,60.3,19.7
2017-10-15,39,17.3,35.4,54.2,50.6,19.6
2017-10-16,50.2,25.6,58.1,61.4,65.5,19.9
2017-10-17,48.6,24,41.6,53.3,68.7,19.6
2017-10-18,60,24.7,57.9,62.6,71.4,19.7
2017-10-19,57.7,25.1,52.7,57.3,59,19.9
2017-10-20,57.4,23.1,48.1,60.7,52.7,19.5
2017-10-21,58.3,27.8,41.6,56.4,77.2,19.7
2017-10-22,56,28,49.4,53.4,62.8,19.7
2017-10-23,51.3,17.6,37.7,55.8,62.6,19.6
2017-10-24,58.9,26.6,60.1,60.9,76.2,19.6
2017-10-25,69.7,30.9,53.9,61.9,61.8,19.6
2017-10-26,53.6,33.1,59.5,58.9,75.5,19.6
2017-10-27,60.3,27.9,52.1,58.6,86.1,19.8
2017-10-28,54.7,20.4,44.5,56.1,58.7,19.5
2017-10-29,54.9,22.4,48.2,55.2,54.6,19.5
2017-10-30,37.6,22.4,50,56.1,46.3,19.4
2017-10-31,57.9,24.4,50.6,51.3,69.8,19.8
2017-11-01,51.6,28.1,40.5,53.6,51.1,19.7
2017-11-02,51,24.2,40.2,57.7,65.5,19.6
2017-11-03,49.2,21.5,52.6,57.1,56.7,19.8
2017-11-04,47.3,28.8,44.4,54.7,56.5,19.8
2017-11-05,65.4,25.4,52.2,61.5,78.7,19.7
2017-11-06,53.8,28.1,61.6,64.3,60.3,19.8
2017-11-07,44.6,20.4,34.5,52.8,55.3,19.4
2017-11-08,57.6,29.5,62,67.4,68.7,19.6
2017-11-09,58.9,26.9,56.4,59.5,51.3,19.6
2017-11-10,49.2,20.6,59.6,61.7,67.6,19.6
2017-11-11,70,25.5,58.5,59.7,76.5,19.8
2017-11-12,53,28.5,55.9,56.6,59.3,19.8
2017-11-13,51.1,22.6,49.9,53.5,58.6,19.6
2017-11-14,54.5,20.8,54.4,58.2,72.7,19.6
2017-11-15,35.6,20.8,43.6,52.9,61.5,19.6
2017-11-16,59.6,28.5,59,64,71.8,19.7
2017-11-17,70.6,25.1,51.7,60.1,64.8,19.6
2017-11-18,55.4,20.1,52.7,58.1,63.9,19.8
2017-11-19,62.9,26.7,57.3,58.2,71.1,19.6
2017-11-20,60.9,26.1,59.1,53.8,56.6,19.6
2017-11-21,57.8,24.7,40,64.3,64.7,19.7
2017-11-22,65.1,26,55.2,62.1,71,19.8
2017-11-23,60.8,21.7,55.4,57.9,65.7,19.7
2017-11-24,39.9,24.6,48.6,52.2,58.4,19.7
2017-11-25,51.8,27,61.3,62.5,69,19.7
2017-11-26,54.2,27.5,53,55.4,74.5,19.8
2017-11-27,59.5,27.9,57.3,64.4,55.4,19.7
2017-11-28,64.1,22.9,45.2,67.8,56.1,19.8
2017-11-29,58.2,30.6,47.9,68.2,66.9,19.8
2017-11-30,62.4,24.1,52.3,65.9,60.2,19.5
2017-12-01,55.7,27.2,46.6,55.9,71.2,19.8
2017-12-02,54.6,22.8,47,56.5,63.5,19.6
2017-12-03,54.2,25.5,51.6,56.9,79,19.8
2017-12-04,56.3,33.1,53.6,61,72.4,19.8
2017-12-05,66.4,25.5,61,60.2,66.4,19.6
2017-12-06,59.5,27.1,60.4,55.4,68.4,19.7
2017-12-07,60.5,29.3,51.1,58.4,52.2,19.5
2017-12-08,62.7,24.5,53.3,61.8,69.8,19.7
2017-12-09,51.1,18.3,51.1,53.7,54.7,19.7
2017-12-10,56.8,26.4,51.5,55.4,77,19.6
2017-12-11,61.6,30.4,64,65.5,78.5,19.6
2017-12-12,46.7,24.9,64,64.7,68.1,19.7
2017-12-13,48.7,20.4,51.2,49.5,86.6,19.5
2017-12-14,53.5,26.4,53.5,57.9,71,19.7
2017-12-15,56.1,23.3,55.5,55.4,61.9,19.5
2017-12-16,61.7,23,47,56.9,71.3,19.4
2017-12-17,57.4,22.8,59.7,59.2,53.3,19.5
2017-12-18,63,20.5,66.4,69.4,62.9,19.5
2017-12-19,46.3,19.6,55,57.7,52.2,19.2
2017-12-20,59.2,18.3,47.6,54.1,79.4,19.4
2017-12-21,68,27.2,51.8,57.8,73.3,19.6
2017-12-22,57,31.3,69.5,59.9,81.4,19.7
2017-12-23,59.8,29.2,49.5,61.2,81.3,19.6
2017-12-24,64.1,25.4,55.2,57.3,70.5,19.5
2017-12-25,66.9,30.9,44.5,65.1,68.7,19.4
2017-12-26,43.1,25.3,44.1,59.9,69.3,19.5
2017-12-27,67.5,25.9,68.7,64.8,61.1,19.5
2017-12-28,56.5,24.2,53.6,67.9,62.3,19.5
2017-12-29,44.1,25.5,39.4,60.5,65.5,19.4
2017-12-30,63,25.7,60.4,61.2,67.3,19.5
2017-12-31,53.2,24,57.4,58.2,59.8,19.5
2018-01-01,60.2,20.9,64.2,59.1,73.9,19.4
2018-01-02,59.1,22.5,63.3,57.9,77,19.6
2018-01-03,57.3,27.8,66.7,61.3,63.9,19.5
2018-01-04,46.3,18.7,52.9,54,47.2,19.2
2018-01-05,58.6,20.8,41.2,59.4,71,19.6
2018-01-06,53.4,24.4,37,56,69.9,19.2
2018-01-07,70.3,20.7,53.4,63.2,81.5,19.3
2018-01-08,52.2,27,45.3,54.4,61.7,19.4
2018-01-09,45,20.7,42.7,53.2,64.2,19.4
2018-01-10,58.7,27.6,54.9,56.3,78.9,19.3
2018-01-11,60.1,28.3,50,63,60.9,19.4
2018-01-12,42.6,22.8,44.3,58.3,65.4,19.5
2018-01-13,47.7,26.5,49.5,55.2,69.1,19.4
2018-01-14,61.1,26.8,57.7,58,73.4,19.5
2018-01-15,52.9,21.6,56.7,60.2,74.1,19.1
2018-01-16,57.9,17.3,39,54,56.3,19.3
2018-01-17,69.9,31.8,65.5,66.2,80.8,19.5
2018-01-18,44.7,31.6,45,55,70.8,19.4
2018-01-19,58.9,23.6,44.5,56.8,62.7,19.2
2018-01-20,54.8,24.8,61.7,62.4,67.3,19.3
2018-01-21,58.2,25.2,36.4,59,71.2,19.2
2018-01-22,57.4,30.2,57.9,57.3,64.6,19.3
2018-01-23,63.3,25.9,59.1,57.2,75.1,19.4
2018-01-24,61.8,26.9,54.9,61.2,64.3,19.3
2018-01-25,49,25.5,51.9,53.9,66.1,19.3
2018-01-26,47.9,23.4,48.8,58.6,53.9,19.3
2018-01-27,69.9,25.6,59.4,64.7,68.9,19.3
2018-01-28,52.9,18.8,45.8,62.6,67.5,19.4
2018-01-29,70.2,26.9,56.4,60.7,62.8,19.4
2018-01-30,46.2,20.9,58.9,59.4,54.4,19.4
2018-01-31,59.4,25.2,54.4,58.9,68.9,19.5
2018-02-01,59.8,24.5,46.3,54.4,70.4,19.5
2018-02-02,57.9,26.1,61.7,56.6,74.4,19.5
2018-02-03,55.5,27.1,54.3,61.7,58.1,19.5
2018-02-04,49,22.7,40.6,55.3,69.3,19.5
2018-02-05,43.6,24.8,44.4,55,60.2,19.2
2018-02-06,52.9,26.6,55.4,57.7,76.5,19.5
2018-02-07,63.7,21.4,50.4,56.6,65.8,19.6
2018-02-08,42.5,24.9,47.5,55,45.4,19.5
2018-02-09,44.8,20.5,50.8,51.3,62.9,19.3
2018-02-10,47.1,27.5,55.1,59.2,59.1,19.3
2018-02-11,48.8,23.2,46.7,54.5,69.9,19.6
2018-02-12,47.6,22.9,34.4,55.7,56.9,19.4
2018-02-13,53.8,31.2,56.6,59.8,70.3,19.5
2018-02-14,59.8,21.7,53.4,59.1,79.8,19.4
2018-02-15,48.5,21.8,59.5,56.9,69.3,19.5
2018-02-16,64.9,28.1,45.4,63.7,70.9,19.5
2018-02-17,54.5,27.1,53.3,51.8,65.9,19.5
2018-02-18,56.9,25.2,52.3,56.1,69.9,19.4
2018-02-19,47,19.8,37.3,51.1,52.8,19.5
2018-02-20,58.5,25.2,60.3,58,64.5,19.7
2018-02-21,54.5,26.1,49.3,55,69.9,19.6
2018-02-22,50.6,26.5,54.6,59.8,58.2,19.7
2018-02-23,61,23.3,49.2,57.2,69.9,19.6
2018-02-24,52.8,21.2,40.5,55.8,62.1,19.6
2018-02-25,47.2,27.8,40.6,53.8,65,19.3
2018-02-26,56.7,26.3,44.1,60.8,72,19.5
2018-02-27,43.8,21.4,51.9,52.4,66.2,19.6
2018-02-28,57.6,28.9,55.4,58.3,57,19.6
2018-03-01,44,22.1,48,52.6,63.5,19.4
2018-03-02,41.3,31.4,45.1,59.7,52.9,19.5
2018-03-03,46.2,20.7,43.6,52,57.4,19.7
2018-03-04,45.7,23.7,53.5,54.9,48.6,19.5
2018-03-05,68.8,27.1,53.1,59.5,71.2,19.6
2018-03-06,48.3,24.3,59.9,56.3,60.5,19.5
2018-03-07,52.6,20.7,45.9,56.3,68.2,19.4
2018-03-08,60.8,22,48.6,68,71.4,19.5
2018-03-09,48.7,19.8,53.5,54.2,60.3,19.5
2018-03-10,66.5,23.9,44.2,61.3,74.9,19.6
2018-03-11,54.9,20.4,44.8,59.2,66.1,19.4
2018-03-12,50.4,21.7,60.3,56.3,84.1,19.4
2018-03-13,53.5,24.7,41.6,62.9,64.2,19.4
2018-03-14,55.6,23.6,52.6,57.7,59.7,19.3
2018-03-15,54,24.3,43.9,56.5,66.6,19.3
2018-03-16,59.2,21,62.7,53.5,66.5,19.6
2018-03-17,58.9,22.4,52.1,53.7,64.5,19.3
2018-03-18,59.9,25.1,42.8,60.2,72.7,19.3
2018-03-19,45.4,24.3,53.4,58.7,54.7,19.3
2018-03-20,60.2,21.3,47.8,63,62.9,19.3
2018-03-21,56.3,29.3,44.2,61.8,66.5,19.3
2018-03-22,43.4,22.5,45,53.1,37.2,19.2
2018-03-23,61.3,27,44.7,61.8,68.5,19.4
2018-03-24,62.3,21.2,35.5,55.5,54.8,19.3
2018-03-25,71.3,27.9,46.5,62.1,69.8,19.4
2018-03-26,56.9,25.9,38.2,56.3,61.5,19.2
2018-03-27,53.6,22.7,45.4,52.1,48.2,19.2
2018-03-28,58.5,25.3,38.7,52.6,57.1,19.1
2018-03-29,66.2,26.8,47.9,53.2,63.4,19.4
2018-03-30,42.9,18.5,54.1,52.9,49,19
2018-03-31,51.7,18.7,40.3,47.4,50.3,19.2
2018-04-01,60.2,19.9,48.5,55.8,55.2,19.5
2018-04-02,54.7,17.9,48.9,NA,71.7,19.2
2018-04-03,52.4,22.4,49.6,NA,55.4,19.3
2018-04-04,46.4,22.5,36,NA,47.3,19.3
2018-04-05,42.7,21.6,41,NA,62.6,19.2
2018-04-06,42.1,17.8,50.4,NA,55,19.2
2018-04-07,52.4,22.9,43,NA,73.3,19.2
2018-04-08,53.7,27.9,46.5,NA,52.3,19.3
2018-04-09,47.6,22.2,35.5,NA,61.3,19.2
2018-04-10,54.9,17.2,51.4,NA,53.7,19.2
2018-04-11,58.7,15.5,37.7,NA,56,19.3
2018-04-12,33.7,21.1,37.3,NA,46.5,19
2018-04-13,54.3,20.8,42.2,NA,38.8,19
2018-04-14,NA,20.4,31.9,NA,50.6,19.2
2018-04-15,NA,20.8,50.7,NA,49.6,19.2
2018-04-16,NA,23.7,49.7,NA,57.3,19.2
2018-04-17,NA,21.3,50.1,NA,49.2,19
2018-04-18,NA,20.1,33.8,NA,63.2,19.1
2018-04-19,NA,17.7,48.7,NA,44.7,19.1
2018-04-20,NA,20.6,48.1,NA,42.3,19.2
2018-04-21,NA,21.2,30.1,47.8,48.7,19
2018-04-22,NA,15.6,41.5,55.3,44.1,19
2018-04-23,NA,19.5,34,48.4,44.5,19
2018-04-24,45.2,26.5,53.8,59.3,78.2,19.1
2018-04-25,34.6,18.7,33.4,48.4,40.2,19.1
2018-04-26,59,19.9,47.6,59.4,55.1,19.1
2018-04-27,58.1,22.4,48.5,54.6,51.3,19.1
2018-04-28,53.6,20.3,33.5,49.4,57.5,19.1
2018-04-29,48.1,21,43.9,51.1,57.3,19.2
2018-04-30,37.4,23.3,44.2,52.5,61.8,19
2018-05-01,56.2,20.3,43.1,53.6,57.3,19
2018-05-02,51.9,20,45.1,55.2,49.4,19.2
2018-05-03,40.9,20.4,33.1,54.9,56.4,19.1
2018-05-04,37,16.7,37.6,50.1,47.9,19
2018-05-05,55.3,20.4,42.1,51.4,55.5,19.1
2018-05-06,53,22.4,41.2,57.5,60.4,19.3
2018-05-07,49.2,21.8,41.8,52.2,55.6,19
2018-05-08,42.6,23.2,37.3,56.5,54.5,19.3
2018-05-09,30.5,17.9,29.4,40.5,55.7,19.1
2018-05-10,38.5,16.9,39.8,51.4,60.6,19
2018-05-11,59.3,22.1,40.8,50.3,53.7,19.2
2018-05-12,51.9,22.3,46.7,58,59.1,19.1
2018-05-13,37.1,20.8,36,49.1,56.2,18.8
2018-05-14,47.6,21.9,31.4,47.1,46.4,19.1
2018-05-15,47.3,19.9,52.3,57.2,59.3,19.2
2018-05-16,48.3,18.4,37.3,51.6,62.8,19.1
2018-05-17,46.1,18.2,32.8,57.6,56,19.2
2018-05-18,51.2,21.3,50,53.9,52.7,19.2
2018-05-19,62.8,22.7,59.1,62.3,55.4,19.3
2018-05-20,48.1,13.2,39.9,45.8,61.8,19.2
2018-05-21,44.2,20.1,33.1,51.3,60.3,19.1
2018-05-22,36.3,18.8,32.8,44.5,49.1,19.1
2018-05-23,55.7,20.7,44.6,53.5,44.6,19.3
2018-05-24,49.1,15.4,41.4,50.6,66,19.2
2018-05-25,46.6,18,39.3,51.8,59.7,19.2
2018-05-26,54.5,20.8,30.3,45.4,51.3,19.1
2018-05-27,45.3,17.9,40.5,55.3,61.5,19.3
2018-05-28,55.2,23.6,44.2,54.9,66.5,19.1
2018-05-29,44.1,23.5,44.6,41.1,45.9,19.1
2018-05-30,38.2,18.6,42.1,50.8,67.3,19
2018-05-31,44.7,20,39.5,55.4,59.1,19.2
2018-06-01,53,16.4,46.8,58.8,57.8,19.2
2018-06-02,51,21,48,55.9,66.8,19.1
2018-06-03,38,18.7,31.7,52.2,42.8,19.2
2018-06-04,30.5,15.5,29.8,43.7,48.4,18.7
2018-06-05,32.4,15.6,28.6,49.5,43.9,19.1
2018-06-06,59,24,48.2,52.6,59.9,19.2
2018-06-07,33.4,20.7,30.4,49.9,50.9,19.2
2018-06-08,57.4,18.9,40.9,46.9,53,19.2
2018-06-09,39.9,21.3,42.1,54.9,54.2,19.2
2018-06-10,42.6,18.3,37.1,56.1,52.2,19.1
2018-06-11,40,21.1,32.5,54.6,46.6,19.3
2018-06-12,44.3,22.1,31.2,51.6,48.7,19.1
2018-06-13,47.1,15.5,31.3,NA,41.4,19.2
2018-06-14,39,18,32.8,NA,46.7,19
2018-06-15,44,21.9,46.6,NA,55.5,19
2018-06-16,45,17.2,31.2,NA,66.5,19.2
2018-06-17,34.7,21.9,45.1,NA,46.2,19.2
2018-06-18,42.5,15.6,45.9,NA,58.7,19.4
2018-06-19,40.2,20,39.3,NA,50.7,19.3
2018-06-20,33.7,18.6,39.8,52.3,37.5,19.3
2018-06-21,29.4,19.5,20.5,44.3,50.1,19.4
2018-06-22,41.7,18.6,34.9,48.7,39.8,19.4
2018-06-23,41,13.7,36.8,51.4,45.2,19.2
2018-06-24,44.8,20.8,48.7,54.2,42.5,19.2
2018-06-25,37.2,20.1,20.5,46.5,45.9,19.1
2018-06-26,44.1,21,41.8,53.6,52.1,19.4
2018-06-27,45,19.3,38.3,61.9,55.8,19.3
2018-06-28,53.4,22.8,36.8,50.8,52.3,19.3
2018-06-29,39,19,39,43.3,61.7,18.8
2018-06-30,49.2,18.2,38.7,54.6,60.2,19.1
2018-07-01,52.1,25.7,47,55.5,48.9,19.3
2018-07-02,58.9,20.9,38.7,51.6,60.7,19.2
2018-07-03,40.7,17.5,34.5,49.5,52.7,19.3
2018-07-04,37.3,18.6,38.5,49.2,53.5,19.1
2018-07-05,43.3,20.5,49.7,45.9,47.8,19.3
2018-07-06,30.2,20.9,35.5,49.8,52.5,19.1
2018-07-07,52.5,20.5,37.4,48.4,63.9,19.2
2018-07-08,50,20.5,48.1,49.9,59.3,19.4
2018-07-09,48.2,18.6,51.3,50.5,49,19.2
2018-07-10,42.4,21.2,44,55.2,55.9,19.3
2018-07-11,26.1,16.7,44.1,42.6,49,19.1
2018-07-12,48.5,21.9,45.1,51.1,59.4,19.3
2018-07-13,40.2,19.7,49.5,56.2,58.7,19.2
2018-07-14,58.5,20.4,48.5,48.3,70.9,19.3
2018-07-15,48.9,25,48.6,51.7,48.7,19.3
2018-07-16,41,20.3,40.3,47.7,50.1,18.9
2018-07-17,47.7,21.6,45,52.7,61.6,19.4
2018-07-18,36.9,19.9,49.6,57.3,61.4,19.4
2018-07-19,38.9,16.7,28.1,47.4,59.3,19.1
2018-07-20,46.4,21.7,46.5,52.5,49,19.3
2018-07-21,49.5,20.5,39.9,50.8,73.1,19.3
2018-07-22,49.1,18.4,39.5,55.1,44.1,19.4
2018-07-23,44.5,11.3,34.4,55.4,57.8,19.1
2018-07-24,32.7,12.4,26.6,52.8,52.6,19.2
2018-07-25,31.4,21.3,35,47.6,40.3,19.3
2018-07-26,43.6,19.6,38.1,59.1,60.3,19.3
2018-07-27,39.3,19.3,30.6,51.7,57.6,19.3
2018-07-28,44.4,20,37.7,40.9,49.2,19.2
2018-07-29,40.9,24.7,31,59.4,58.4,19.4
2018-07-30,41.1,22.9,33.7,56.1,42.8,19.5
2018-07-31,49.7,14.2,48.2,53.3,62.2,19.3
2018-08-01,37.1,24.7,36.8,50,48,19
2018-08-02,44.7,16.3,37.3,46.2,46.3,19.2
2018-08-03,42.5,18.1,48.4,56.6,61.5,19.5
2018-08-04,36.2,13.7,36.3,49.8,35.4,19.2
2018-08-05,48.1,20.2,38.9,55.3,66.8,19.4
2018-08-06,48.1,18.2,30.2,53,61.6,19.4
2018-08-07,53.6,18,56.3,60.1,59.9,19.3
2018-08-08,37.9,13.2,37.1,54.5,37.4,19.3
2018-08-09,34.1,17.4,32.9,51.6,46.5,19.3
2018-08-10,45.2,17.8,45.9,56.4,48.1,19.3
2018-08-11,31.6,13.8,22.2,47.7,30.9,19.3
2018-08-12,48.7,13,45.3,59.5,46,19.4
2018-08-13,55.8,21.1,45.8,54.7,46.3,19.3
2018-08-14,59.8,20.9,47.2,59.4,49.6,19.4
2018-08-15,42.9,20.8,35.3,53,35.8,19.1
2018-08-16,50.8,18.1,37.9,48.3,47.3,19.3
2018-08-17,61.1,18.6,51.6,54.8,46.9,19.5
2018-08-18,62.3,21.4,41,52.2,58.7,19.6
2018-08-19,46,20.9,48.4,49.7,54.4,19.5
2018-08-20,39.6,19.2,33.4,48,42.7,19.4
2018-08-21,31.9,21.3,28.9,55.2,51.9,19.4
2018-08-22,40.2,18.7,46.9,54,57.6,19.4
2018-08-23,33,16.2,27.5,51.2,45.8,19.4
2018-08-24,42.8,23.1,35.3,51.6,48.6,19.4
2018-08-25,54.5,21.1,58.6,64.8,61.6,19.4
2018-08-26,48.9,19.8,49.4,56,50,19.2
2018-08-27,54,16.9,45.2,45.7,50,19.3
2018-08-28,35.9,17.6,29.8,44.1,46.3,19
2018-08-29,47.6,22.5,25.9,58.3,56.1,19.2
2018-08-30,61.9,24.7,43.6,66.9,70.5,19.5
2018-08-31,52.1,23.7,37.6,51.7,63.3,19.3
2018-09-01,44.4,25.2,44.5,55.3,54,19.3
2018-09-02,51.6,21.4,58.3,56.5,56.1,19.2
2018-09-03,52.3,22.1,45.7,53.1,46.6,19.3
2018-09-04,54.3,21.8,44.7,55.4,53.3,19.4
2018-09-05,31,19.8,43.5,53.6,69.2,19.3
2018-09-06,52.7,18.3,46.6,58.1,58.8,19.2
2018-09-07,46.4,20.7,52.9,51.8,54.9,19.2
2018-09-08,41,18.7,29.1,55.6,48.4,19.2
2018-09-09,57.2,17.7,42,52.4,43.2,19.5
2018-09-10,41.2,20.8,51.8,53,53,19.3
2018-09-11,58.5,21.2,45.4,50.8,50.3,19.5
2018-09-12,42,21.8,37.4,54.8,59.2,19.2
2018-09-13,51.7,24.1,45.1,58.3,53.5,19.2
2018-09-14,49.1,19.5,46.6,47.1,48.8,19.3
2018-09-15,44.5,22.5,50.3,57.1,47.6,19.2
2018-09-16,48.2,22.2,38.7,50.9,56.3,19.3
2018-09-17,53.4,19.9,27.1,58.5,50,19.3
2018-09-18,54.2,23.7,41.7,58.5,53.8,19.3
2018-09-19,44.8,17.8,59.8,59.6,58.1,19.3
2018-09-20,47.9,24.3,60.8,61.2,60.1,19.3
2018-09-21,47.4,18.3,35.9,53.3,71.3,19.3
2018-09-22,44.5,19,45.3,55.3,64.3,19.2
2018-09-23,64.9,22.9,68.8,60.1,66.9,19.5
2018-09-24,31.6,16.5,37.6,49.6,43.5,19.1
2018-09-25,51.9,19.1,47.4,56.2,59.3,19.4
2018-09-26,48.8,21.3,46.9,52.3,49.9,19.4
2018-09-27,50.6,18.6,44.3,47.7,67.1,19.2
2018-09-28,66.4,22.9,35.4,59.5,67.8,19.2
2018-09-29,33.9,16.2,52.8,48.6,54.8,19.3
2018-09-30,46.2,23.5,46.7,50.9,64.9,19.1
2018-10-01,44,17.5,42.9,53.3,47,18.9
2018-10-02,49.5,19.4,41.8,53.1,61.8,19.1
2018-10-03,46.6,25,38.5,59.3,65.1,19.1
2018-10-04,47.5,19.6,43.8,57.2,48.2,19.2
2018-10-05,73.4,22.5,44.6,56.8,57,19.1
2018-10-06,46.6,21.5,27.7,47,52.9,18.9
2018-10-07,46.3,25.8,58.4,58.1,62.4,19.4
2018-10-08,48.8,21.1,48.1,64.2,60.1,19.2
2018-10-09,54.9,20.9,45.2,47.5,60.7,19.2
2018-10-10,39.9,13.6,32.3,49.1,44.8,19
2018-10-11,50.8,18.6,42.1,54.3,59.5,19.2
2018-10-12,50,23.1,44.8,46.8,75.7,19.2
2018-10-13,47.7,19,42.4,63.7,67.5,19.1
2018-10-14,54.3,18.4,42,52.7,60.2,19.1
2018-10-15,53.5,18.9,43.7,52.6,50,19.4
2018-10-16,51.2,15.8,47.8,49.7,70.7,19.3
2018-10-17,52.2,24.6,57.3,55.3,53.5,19.5
2018-10-18,56.4,24.3,45.8,61.5,63.8,19.5
2018-10-19,66.9,28,59.4,62.6,86.8,19.5
2018-10-20,58.6,26.2,58.3,52.9,63.4,19.2
2018-10-21,45.1,23.9,50.5,57.4,51.4,19.2
2018-10-22,65.8,23.7,46.2,62.5,72.6,19.1
2018-10-23,50.2,25.7,43.2,60.8,54.9,19.3
2018-10-24,51.7,17.3,53.3,60.7,60.2,19.2
2018-10-25,48.4,20.3,41.4,56.3,52.4,19.3
2018-10-26,67.2,26.9,51.9,68.7,66.4,19.3
2018-10-27,38.5,21.8,52.7,58.9,60.9,19.4
2018-10-28,62.9,25.8,50.6,56.7,65.7,19.2
2018-10-29,54.2,24.9,49.6,55.8,55.3,19.5
2018-10-30,53,32.6,62.5,57.7,82.1,19.5
2018-10-31,54.1,19.7,46.7,53.6,60.3,19.1
2018-11-01,49.4,26.7,47.7,59,51.1,19.6
2018-11-02,63.1,25.3,46.9,59,76.7,19.3
2018-11-03,44.8,24.4,59.7,54,71.2,19.2
2018-11-04,49.2,30.6,31.3,59.3,77.1,19.1
